Student,Item01,Item02,Item03,Item04,Item05,Item06,Item07,Item08,Item09,Item10,Item11,Item12
Student3745,0,1,0,0,0,0,0,0,1,0,0,0
Student3746,1,1,0,0,0,0,0,0,1,1,1,0
Student3747,1,1,1,0,1,0,0,1,1,1,0,0
Student3748,0,0,0,1,0,0,0,1,0,0,0,0
Student3749,1,1,1,1,1,1,1,1,1,1,1,0
Student3750,0,0,0,0,1,0,0,0,0,0,0,0
Student3751,1,1,1,1,1,1,1,1,1,1,0,1
Student3752,1,0,0,1,1,1,0,0,0,0,0,1
Student3753,0,0,0,0,0,0,0,0,0,0,0,0
Student3754,1,1,1,1,1,1,1,0,1,0,1,0
Student3755,1,0,0,0,0,0,0,1,0,0,0,0
Student3756,1,1,0,1,1,1,0,1,1,1,1,1
Student3757,1,0,0,1,0,0,0,0,1,0,0,0
Student3758,1,1,1,1,1,1,1,1,1,1,1,1
Student3759,1,0,0,0,0,0,0,0,1,0,0,1
Student3760,1,1,0,1,0,0,0,1,0,0,0,0
Student3761,1,0,0,1,1,0,0,0,1,0,0,0
Student3762,1,0,1,1,0,0,0,1,1,1,1,0
Student3763,0,0,0,0,0,0,0,0,0,0,0,0
Student3764,0,0,0,1,0,0,0,0,0,0,0,0
Student3765,0,0,0,0,0,0,0,0,0,0,0,0
Student3766,1,0,0,1,0,0,0,1,1,1,1,0
Student3767,1,0,0,1,1,0,0,0,1,1,0,0
Student3768,1,1,0,1,1,0,0,1,1,1,1,0
Student3769,1,1,1,1,1,0,0,1,1,1,1,1
Student3770,1,1,1,1,1,1,0,1,1,1,1,0
Student3771,1,0,0,1,0,0,0,1,1,0,1,0
Student3772,1,1,0,1,1,0,1,0,0,0,0,0
Student3773,1,1,1,1,0,0,0,1,1,1,1,1
Student3774,1,1,0,1,1,1,1,1,1,1,1,1
Student3775,1,1,1,1,1,0,0,0,1,0,0,0
Student3776,0,0,0,0,0,0,0,0,0,0,0,0
Student3777,1,1,1,0,1,0,0,1,1,1,1,1
Student3778,0,0,0,1,0,0,0,1,1,1,1,0
Student3779,1,0,0,0,0,0,0,0,0,0,0,0
Student3780,0,0,0,1,0,0,0,1,1,0,0,0
Student3781,1,1,1,1,0,0,0,1,1,1,1,1
Student3782,1,1,1,0,0,0,0,1,1,1,1,1
Student3783,1,1,1,1,1,0,0,1,1,0,1,0
Student3784,1,0,0,0,0,0,0,1,1,1,1,1
Student3785,1,0,0,1,0,0,0,0,1,0,0,0
Student3786,1,1,1,1,1,1,0,1,1,1,1,1
Student3787,1,1,1,0,0,0,0,1,1,1,1,0
Student3788,0,0,0,1,0,0,0,0,0,0,0,0
Student3789,1,1,1,0,0,0,0,1,1,1,1,1
Student3790,1,1,1,0,1,0,0,0,1,0,0,0
Student3791,1,1,0,1,1,1,1,1,1,1,1,0
Student3792,1,1,0,0,1,0,0,1,1,1,1,0
Student3793,1,1,1,1,1,0,1,1,1,1,1,0
Student3794,1,1,1,1,1,1,1,1,1,1,1,1
Student3795,0,0,0,0,0,0,0,0,0,0,0,0
Student3796,1,0,0,0,0,0,0,1,1,1,0,0
Student3797,0,0,0,0,0,0,0,0,0,0,0,0
Student3798,1,1,1,1,0,0,0,1,1,1,1,0
Student3799,1,1,0,1,1,1,1,1,1,1,1,1
Student3800,0,0,0,0,0,0,0,1,0,0,0,0
Student3801,1,0,0,0,0,0,0,0,0,0,0,0
Student3802,1,1,1,1,1,1,1,1,1,1,1,1
Student3803,0,0,0,1,1,0,0,0,1,1,0,0
Student3804,1,1,1,0,1,0,0,0,1,1,0,0
Student3805,0,0,0,1,0,0,0,0,1,0,0,0
Student3806,0,0,0,0,0,0,0,0,1,0,0,0
Student3807,1,1,0,1,0,0,0,0,1,0,0,1
Student3808,0,0,0,0,0,0,0,1,1,1,1,1
Student3809,1,1,1,1,1,0,0,1,1,1,1,0
Student3810,1,1,1,0,1,1,0,1,1,1,1,1
Student3811,1,1,1,1,0,0,0,1,1,1,1,0
Student3812,0,0,0,0,0,0,0,0,0,0,0,0
Student3813,1,0,0,0,0,0,0,1,0,0,0,0
Student3814,1,1,0,1,1,1,1,1,1,1,1,1
Student3815,0,0,0,1,1,0,0,1,1,1,1,1
Student3816,1,0,0,1,0,0,0,0,0,0,0,0
Student3817,0,0,0,1,0,0,0,0,1,0,0,1
Student3818,1,1,1,1,1,1,1,1,1,1,1,0
Student3819,1,1,1,1,1,1,1,1,1,1,1,0
Student3820,1,1,1,1,1,1,1,1,1,1,1,0
Student3821,0,0,0,0,0,0,0,0,0,0,0,0
Student3822,1,1,1,1,1,1,1,1,1,0,0,0
Student3823,1,0,0,1,1,0,0,0,0,0,0,0
Student3824,1,1,0,0,0,0,0,0,0,0,0,0
Student3825,1,1,1,1,1,1,0,1,1,1,1,0
Student3826,1,1,0,0,0,0,0,1,1,0,1,0
Student3827,0,0,0,0,0,0,0,1,1,1,0,0
Student3828,1,1,0,1,0,0,0,0,0,0,0,0
Student3829,1,1,0,0,0,0,0,0,0,0,0,0
Student3830,0,1,1,1,1,0,0,0,0,0,0,0
Student3831,1,1,1,1,1,1,1,1,1,1,1,0
Student3832,0,0,0,0,0,0,0,1,1,0,0,0
Student3833,0,0,0,0,0,0,0,0,0,0,1,0
Student3834,1,0,0,0,0,0,0,0,1,1,0,0
Student3835,0,0,0,0,0,0,0,1,1,1,0,1
Student3836,1,1,1,1,1,1,1,1,0,0,0,0
Student3837,1,1,1,1,0,0,0,1,1,1,1,0
Student3838,1,0,0,0,0,0,0,0,0,0,0,0
Student3839,0,0,0,1,0,0,0,1,1,0,0,0
Student3840,1,1,1,1,1,1,1,1,1,1,1,1
Student3841,0,0,0,1,0,0,0,1,1,0,0,0
Student3842,0,0,0,1,1,0,0,1,1,1,1,0
Student3843,0,1,0,1,0,0,0,0,1,1,0,0
Student3844,1,1,0,1,1,1,1,1,1,1,1,1
Student3845,1,0,0,1,0,0,0,0,1,0,0,0
Student3846,1,1,1,1,1,0,0,1,1,1,0,0
Student3847,1,1,0,0,0,0,0,0,0,0,1,0
Student3848,0,0,0,0,0,0,0,0,0,0,0,0
Student3849,1,1,1,1,1,1,1,1,1,1,1,0
Student3850,1,1,1,1,1,1,0,1,1,1,1,0
Student3851,1,1,1,1,1,1,1,1,1,1,1,0
Student3852,1,1,0,0,0,0,0,0,0,0,0,0
Student3853,1,1,0,0,0,0,0,0,0,0,0,0
Student3854,1,0,0,0,0,0,0,0,0,0,0,0
Student3855,0,0,0,0,0,0,0,1,1,1,0,0
Student3856,1,1,0,1,0,0,0,1,1,1,1,0
Student3857,1,1,0,1,0,0,0,1,0,0,0,0
Student3858,1,1,1,1,1,1,1,1,1,1,1,0
Student3859,0,0,0,0,0,0,0,0,1,0,0,0
Student3860,0,0,0,1,1,0,0,1,1,1,1,0
Student3861,1,1,0,0,0,0,0,0,0,0,0,0
Student3862,0,0,0,0,0,0,0,1,1,1,1,0
Student3863,1,0,0,1,0,0,0,0,1,0,0,0
Student3864,0,0,0,0,1,0,0,0,0,0,0,0
Student3865,1,1,1,0,0,0,0,1,1,1,1,1
Student3866,1,0,0,0,1,0,0,1,1,1,1,0
Student3867,1,0,0,1,1,0,0,0,1,0,0,0
Student3868,0,0,0,1,0,0,0,0,0,0,0,0
Student3869,1,1,1,1,1,1,1,1,1,1,1,0
Student3870,1,1,1,0,0,0,0,1,1,1,1,0
Student3871,1,1,0,1,1,0,0,1,1,1,1,0
Student3872,1,0,0,0,0,0,0,0,0,0,0,0
Student3873,1,1,1,1,1,1,1,1,0,0,1,0
Student3874,0,0,0,0,0,0,0,0,1,0,0,0
Student3875,0,0,0,0,1,0,0,1,1,1,1,0
Student3876,1,0,0,1,0,0,0,1,0,0,0,0
Student3877,1,1,1,1,0,0,0,0,0,0,0,0
Student3878,0,0,0,0,0,0,0,1,1,1,1,0
Student3879,1,1,1,1,1,1,0,1,1,1,1,0
Student3880,1,1,0,1,0,0,0,1,1,1,0,0
Student3881,0,0,0,1,0,0,0,1,1,1,1,0
Student3882,1,1,1,1,0,0,0,1,1,0,0,0
Student3883,0,0,0,0,0,0,0,0,0,1,0,0
Student3884,1,1,1,0,1,1,0,1,1,1,1,1
Student3885,1,0,0,1,1,0,0,1,1,1,1,1
Student3886,1,0,0,1,0,0,0,1,0,0,0,0
Student3887,0,0,0,1,1,1,1,0,0,0,0,0
Student3888,1,1,1,1,1,1,0,1,1,1,1,0
Student3889,1,1,1,0,0,0,0,0,0,0,0,0
Student3890,0,0,0,1,0,0,0,0,0,0,0,0
Student3891,1,1,0,0,0,0,0,1,1,1,1,0
Student3892,1,1,1,1,1,1,1,1,1,1,1,1
Student3893,1,1,0,0,0,0,0,1,1,1,0,1
Student3894,1,1,0,1,1,1,1,1,1,1,1,0
Student3895,0,0,0,0,0,0,0,0,0,0,0,0
Student3896,1,0,0,1,0,0,0,0,1,0,0,0
Student3897,1,1,1,1,1,1,0,1,1,1,1,1
Student3898,0,0,0,0,0,0,0,0,0,0,0,0
Student3899,1,1,1,0,0,0,0,1,1,0,1,0
Student3900,0,0,0,0,0,0,0,0,0,0,0,0
Student3901,1,1,1,1,1,1,1,1,1,1,1,1
Student3902,1,1,1,1,1,0,0,0,0,0,0,0
Student3903,1,1,0,0,0,0,0,0,1,0,0,0
Student3904,1,1,1,1,1,0,0,0,0,0,0,0
Student3905,0,0,0,0,0,0,0,1,1,1,1,0
Student3906,0,0,0,1,1,0,0,1,1,1,1,1
Student3907,0,0,0,0,0,0,0,0,0,0,0,0
Student3908,1,1,0,1,0,0,0,1,1,0,0,0
Student3909,0,0,0,0,1,1,0,1,1,0,0,0
Student3910,0,0,0,1,0,0,0,0,1,0,0,0
Student3911,0,0,0,1,0,0,0,1,1,1,1,0
Student3912,1,0,0,0,0,0,0,0,0,1,0,0
Student3913,1,1,1,1,1,1,0,1,1,1,1,0
Student3914,0,0,0,1,0,0,0,1,1,1,0,0
Student3915,0,0,0,0,1,0,0,0,1,0,0,0
Student3916,0,0,0,1,1,0,0,0,1,0,0,0
Student3917,0,0,0,1,1,0,0,1,1,1,1,0
Student3918,1,1,0,1,1,1,0,1,1,1,1,0
Student3919,1,1,1,1,1,1,0,1,1,1,1,1
Student3920,1,1,1,1,1,1,0,0,0,0,0,0
Student3921,1,1,1,1,1,1,1,1,1,1,1,0
Student3922,1,0,0,1,0,0,0,0,0,0,0,0
Student3923,0,0,0,0,0,0,0,0,0,0,0,0
Student3924,1,1,1,1,1,1,1,1,1,1,1,0
Student3925,0,0,0,0,0,0,0,1,1,1,1,0
Student3926,0,0,0,1,1,0,1,0,0,0,1,0
Student3927,1,1,1,1,0,0,0,1,1,1,1,1
Student3928,1,1,0,0,0,0,0,0,0,0,0,0
Student3929,0,0,0,0,0,0,0,0,1,0,0,0
Student3930,1,1,1,1,1,1,0,1,1,1,1,0
Student3931,1,1,1,1,1,1,0,1,1,1,1,1
Student3932,0,0,0,1,1,0,0,0,0,0,0,0
Student3933,1,1,1,1,1,1,1,1,1,1,1,0
Student3934,1,1,1,0,1,0,0,1,1,1,1,0
Student3935,0,0,0,0,0,0,0,0,1,0,0,0
Student3936,1,0,0,1,1,0,0,1,1,1,1,1
Student3937,1,0,0,1,0,0,0,0,0,0,0,0
Student3938,1,1,1,1,1,1,1,1,1,1,1,0
Student3939,1,1,0,0,1,0,0,1,1,1,1,0
Student3940,1,1,0,1,1,1,1,1,1,1,1,0
Student3941,0,0,0,0,0,0,0,1,1,1,0,1
Student3942,0,0,0,0,1,0,0,0,0,0,0,0
Student3943,1,1,1,1,1,0,0,1,1,1,1,0
Student3944,1,1,0,1,0,0,0,0,1,0,0,0
Student3945,1,1,1,1,0,0,0,0,1,0,0,0
Student3946,0,0,0,0,0,0,0,1,0,0,0,0
Student3947,1,1,1,1,0,0,0,0,0,0,0,0
Student3948,0,0,0,0,0,0,0,1,1,0,0,0
Student3949,0,0,0,0,0,0,0,1,1,1,1,0
Student3950,1,1,1,1,1,1,1,1,1,1,1,0
Student3951,1,0,0,1,0,0,0,1,0,0,0,0
Student3952,1,1,1,1,1,1,1,1,1,1,1,0
Student3953,0,0,0,1,1,0,0,1,1,1,0,0
Student3954,1,1,1,1,1,0,0,1,1,1,0,0
Student3955,1,1,0,1,1,1,1,0,0,0,1,0
Student3956,0,0,0,1,0,0,0,0,0,0,0,0
Student3957,1,1,0,0,1,0,0,1,1,1,1,0
Student3958,1,1,1,1,1,0,0,1,1,1,1,1
Student3959,1,1,0,1,0,0,0,0,0,1,0,1
Student3960,1,1,1,1,1,1,1,1,1,1,1,1
Student3961,1,1,0,1,1,1,0,1,1,1,1,1
Student3962,1,1,0,1,0,0,0,0,0,0,0,0
Student3963,1,1,0,1,1,1,1,0,0,0,0,0
Student3964,1,1,1,1,1,1,1,1,1,1,1,0
Student3965,0,0,0,1,1,0,0,1,1,1,1,0
Student3966,1,0,1,1,0,0,0,0,0,0,0,0
Student3967,1,1,1,1,1,0,1,0,1,0,0,0
Student3968,1,0,0,1,1,0,0,0,0,0,1,0
Student3969,1,1,0,0,0,0,0,0,1,0,0,0
Student3970,0,0,0,0,0,0,0,0,0,0,0,0
Student3971,1,0,0,1,1,0,0,1,1,1,1,1
Student3972,1,1,1,1,1,1,1,1,1,1,1,1
Student3973,1,1,1,1,1,1,1,1,1,1,0,0
Student3974,1,1,1,1,1,0,0,1,1,1,0,0
Student3975,0,0,0,0,0,0,0,0,0,0,0,0
Student3976,0,0,0,0,0,0,0,0,1,0,0,0
Student3977,1,1,1,1,1,1,1,1,1,1,1,0
Student3978,1,1,0,1,1,1,0,1,0,0,0,0
Student3979,0,0,0,0,0,0,1,0,0,0,0,1
Student3980,0,1,0,0,0,0,0,1,1,0,0,0
Student3981,1,1,0,0,0,0,0,1,1,1,1,0
Student3982,1,0,0,1,0,0,0,0,0,0,0,0
Student3983,1,1,0,1,0,0,0,0,1,0,0,0
Student3984,1,1,1,1,1,1,1,1,1,1,1,1
Student3985,0,0,0,0,0,0,0,1,0,1,0,0
Student3986,0,0,0,0,0,0,0,1,1,1,1,0
Student3987,1,1,0,0,0,0,0,0,0,0,0,0
Student3988,0,0,0,0,0,0,0,0,0,0,0,0
Student3989,1,1,1,0,0,0,0,0,0,0,0,0
Student3990,1,1,1,1,1,0,0,0,0,1,0,0
Student3991,1,1,0,0,0,0,0,1,1,1,1,0
Student3992,0,0,0,0,0,0,0,1,1,1,1,0
Student3993,0,0,0,0,0,0,0,0,0,0,0,0
Student3994,0,0,0,0,0,0,0,0,0,0,0,0
Student3995,0,0,0,1,0,0,0,1,1,1,0,0
Student3996,1,1,1,1,1,1,0,1,1,1,1,1
Student3997,1,0,1,1,1,1,1,1,1,1,1,0
Student3998,1,1,1,1,1,1,1,1,1,1,1,0
Student3999,1,1,1,1,1,1,0,0,0,0,0,0
Student4000,1,1,1,1,1,1,1,1,1,1,1,1
Student4001,0,0,0,1,0,0,0,1,1,1,1,0
Student4002,0,0,0,0,0,0,0,1,1,1,1,1
Student4003,1,0,1,1,0,0,0,1,1,1,1,0
Student4004,1,1,0,0,0,0,0,1,0,1,0,0
Student4005,0,0,0,0,0,0,0,0,0,0,0,0
Student4006,1,1,1,1,1,1,1,1,1,1,1,1
Student4007,1,1,1,1,1,0,0,1,1,1,1,0
Student4008,1,1,1,1,1,1,1,1,1,1,1,0
Student4009,1,1,1,0,1,0,0,1,1,1,0,0
Student4010,1,1,1,1,1,0,0,0,0,0,0,0
Student4011,0,0,0,1,1,0,0,0,0,0,0,0
Student4012,1,1,1,1,1,0,0,0,1,0,0,0
Student4013,1,0,0,0,0,0,0,0,0,0,0,0
Student4014,1,1,1,1,1,0,0,0,0,0,0,0
Student4015,0,0,0,0,0,0,0,0,0,0,0,0
Student4016,0,1,0,0,1,0,0,1,0,0,0,0
Student4017,1,0,0,0,0,0,0,1,0,0,0,0
Student4018,1,1,1,1,1,1,0,1,1,1,1,1
Student4019,1,1,0,1,1,0,0,1,1,0,0,0
Student4020,1,1,1,0,0,0,0,0,0,0,0,0
Student4021,1,1,1,1,0,0,0,1,1,1,1,0
Student4022,0,0,0,0,0,0,0,0,0,0,0,0
Student4023,1,1,1,0,1,0,0,1,1,1,1,0
Student4024,1,1,1,1,1,1,1,1,1,1,0,1
Student4025,0,1,0,1,0,0,0,0,0,0,0,0
Student4026,1,0,0,0,1,0,0,1,1,1,1,0
Student4027,0,0,0,0,0,0,0,0,0,0,0,0
Student4028,0,0,0,0,1,0,0,0,0,0,0,0
Student4029,1,0,0,0,0,0,0,1,1,0,0,0
Student4030,1,0,0,0,0,0,0,1,1,1,1,0
Student4031,0,0,0,1,1,0,0,0,0,0,0,0
Student4032,1,1,1,0,0,0,0,1,1,1,1,0
Student4033,1,1,0,0,1,0,0,1,0,0,0,0
Student4034,0,0,0,1,0,0,0,1,1,0,0,0
Student4035,1,0,0,1,1,0,0,0,0,0,0,0
Student4036,1,1,1,1,1,1,1,0,1,0,0,0
Student4037,1,0,0,1,0,0,0,1,1,0,0,0
Student4038,1,1,0,1,1,1,1,1,1,0,0,1
Student4039,1,1,0,0,1,0,0,0,1,0,0,0
Student4040,0,0,0,1,0,0,1,0,1,0,0,0
Student4041,1,1,1,1,1,0,0,0,0,0,0,0
Student4042,1,1,0,0,1,0,0,1,1,1,1,0
Student4043,1,1,1,1,1,1,0,0,1,1,1,1
Student4044,1,1,0,1,0,0,0,0,0,0,0,0
Student4045,1,1,0,0,1,1,0,1,1,1,1,0
Student4046,1,0,0,1,1,1,0,1,1,1,1,0
Student4047,1,0,0,0,0,0,0,1,1,0,0,0
Student4048,1,1,1,1,1,1,1,1,1,1,1,1
Student4049,1,0,0,0,0,0,0,0,0,0,0,0
Student4050,0,0,0,0,0,0,0,0,1,1,1,0
Student4051,1,1,1,1,1,0,0,1,1,1,1,0
Student4052,1,1,1,1,1,1,1,1,1,1,1,0
Student4053,0,0,0,0,0,0,0,0,0,0,0,0
Student4054,1,1,0,1,1,1,0,1,1,1,1,0
Student4055,0,0,0,0,0,0,0,1,0,0,0,1
Student4056,1,1,0,0,0,0,0,1,1,1,0,0
Student4057,1,0,0,0,0,0,0,0,0,1,0,0
Student4058,1,1,1,1,1,1,1,1,1,1,1,1
Student4059,1,0,0,0,0,0,0,1,1,0,1,0
Student4060,1,1,0,1,1,1,1,1,1,1,1,0
Student4061,0,0,0,1,0,0,0,1,0,0,0,0
Student4062,1,1,0,1,0,0,0,1,1,1,1,0
Student4063,1,1,1,0,1,0,0,1,0,0,0,0
Student4064,1,1,1,1,1,1,0,1,1,1,1,1
Student4065,0,0,0,0,0,0,0,0,0,0,0,0
Student4066,1,1,1,1,1,1,1,1,0,0,0,0
Student4067,1,1,0,1,1,1,1,1,1,1,1,0
Student4068,0,0,0,0,0,0,0,0,1,0,0,0
Student4069,0,0,0,1,0,0,0,1,1,1,0,0
Student4070,1,1,1,1,1,1,1,1,1,1,1,1
Student4071,0,0,0,0,0,0,0,0,0,0,0,0
Student4072,1,1,1,1,1,1,0,1,0,1,0,0
Student4073,1,1,0,1,1,0,0,0,0,0,0,0
Student4074,0,0,0,0,0,0,0,0,0,0,1,0
Student4075,1,1,1,1,1,1,1,0,0,0,0,0
Student4076,0,0,0,0,0,0,0,0,1,0,0,0
Student4077,0,0,0,0,0,0,0,0,0,1,0,0
Student4078,0,0,0,1,1,1,1,0,1,0,0,0
Student4079,1,1,0,1,0,0,0,1,1,1,1,0
Student4080,1,1,1,1,0,0,0,1,1,1,1,0
Student4081,1,1,1,0,0,0,0,1,0,0,0,0
Student4082,1,1,1,1,0,0,0,1,1,1,1,0
Student4083,1,1,0,1,1,0,0,0,0,0,0,0
Student4084,1,1,0,1,0,0,0,0,1,0,0,0
Student4085,1,1,1,1,1,1,1,0,1,1,0,0
Student4086,1,0,1,1,1,0,0,1,1,1,0,0
Student4087,0,0,0,0,0,0,0,1,0,0,0,0
Student4088,1,0,0,0,0,0,0,0,0,0,0,0
Student4089,1,1,1,1,1,1,1,0,1,0,0,0
Student4090,0,0,0,0,0,0,0,0,0,0,0,0
Student4091,1,1,1,1,1,1,1,1,1,1,1,1
Student4092,1,1,1,1,1,1,1,1,1,1,1,1
Student4093,1,1,0,1,0,1,0,0,0,0,0,0
Student4094,0,0,0,1,0,0,0,0,1,0,0,0
Student4095,1,0,0,0,0,0,0,0,0,0,0,0
Student4096,1,1,0,1,0,0,0,0,0,0,0,0
Student4097,1,1,0,1,0,0,0,1,1,0,1,0
Student4098,1,0,0,0,0,0,0,1,1,1,1,0
Student4099,0,0,0,0,0,0,0,1,0,0,0,0
Student4100,1,1,1,1,1,1,1,1,0,0,0,0
Student4101,1,1,1,0,0,0,0,0,1,0,0,0
Student4102,0,0,0,0,0,0,0,0,0,0,0,0
Student4103,1,1,1,1,0,0,0,1,1,1,1,0
Student4104,1,1,1,0,0,0,0,1,1,1,1,0
Student4105,1,0,0,1,0,0,0,0,0,0,0,0
Student4106,1,1,0,0,1,1,0,1,1,1,0,0
Student4107,0,0,0,0,0,0,0,1,0,0,0,0
Student4108,1,0,0,1,0,0,0,1,0,1,0,0
Student4109,1,1,0,0,1,0,0,1,0,0,0,0
Student4110,0,0,0,1,0,0,0,1,1,0,0,0
Student4111,1,1,1,1,1,1,1,1,1,1,1,0
Student4112,1,1,1,1,1,1,1,1,1,1,1,0
Student4113,1,1,1,1,1,1,1,1,1,1,1,0
Student4114,1,0,0,0,0,0,0,1,0,0,0,0
Student4115,1,1,1,1,1,1,1,1,1,1,0,0
Student4116,0,0,0,0,0,0,0,0,1,1,0,0
Student4117,1,1,0,1,1,1,0,0,0,0,0,0
Student4118,1,1,1,1,0,0,0,0,0,0,0,0
Student4119,0,0,0,1,0,0,0,0,0,1,0,1
Student4120,0,0,0,0,0,0,0,0,1,0,0,0
Student4121,1,0,0,1,0,0,0,0,1,0,0,0
Student4122,0,0,0,0,0,0,0,0,0,0,0,0
Student4123,1,1,1,1,1,1,1,1,1,1,1,1
Student4124,0,0,0,0,0,0,0,0,0,0,1,0
Student4125,1,1,0,0,1,0,0,1,1,1,1,1
Student4126,0,0,0,1,0,0,0,1,1,0,0,0
Student4127,1,1,1,1,1,0,0,0,1,0,0,0
Student4128,1,1,1,1,0,0,0,0,0,0,0,0
Student4129,1,1,1,1,1,1,1,1,1,1,1,0
Student4130,1,1,1,0,0,0,0,0,1,1,0,0
Student4131,0,0,0,0,0,0,0,1,1,1,0,0
Student4132,0,0,0,0,0,0,0,1,0,0,0,0
Student4133,0,0,0,0,0,0,0,1,1,1,1,0
Student4134,1,0,0,0,0,0,0,0,0,0,0,0
Student4135,1,0,0,0,0,0,0,1,0,0,0,0
Student4136,0,0,0,0,0,0,0,1,1,0,0,0
Student4137,0,0,0,1,0,0,0,0,1,0,0,0
Student4138,1,1,1,1,1,1,1,1,1,1,1,0
Student4139,1,0,0,0,0,0,0,0,1,0,0,0
Student4140,0,0,0,0,0,0,0,0,0,0,0,0
Student4141,0,0,0,0,0,0,0,0,0,0,0,0
Student4142,0,0,0,0,0,0,0,0,0,0,0,0
Student4143,1,1,1,1,1,1,1,0,0,0,0,0
Student4144,0,1,0,1,1,0,0,0,0,0,0,0
Student4145,1,1,1,1,1,1,1,1,1,1,1,0
Student4146,1,1,1,1,1,1,1,1,1,1,1,1
Student4147,1,1,1,1,1,1,1,1,1,1,1,0
Student4148,1,1,0,1,0,0,0,0,0,0,0,0
Student4149,1,1,1,1,1,1,1,1,1,1,1,0
Student4150,0,0,0,0,0,0,0,1,1,1,1,0
Student4151,1,1,0,1,1,1,1,1,1,1,1,1
Student4152,0,1,0,1,0,0,0,0,1,0,0,0
Student4153,0,0,0,1,1,0,0,1,1,1,1,0
Student4154,0,1,0,0,1,0,0,1,1,1,1,0
Student4155,1,0,0,1,0,0,0,1,1,1,1,1
Student4156,1,1,0,0,0,0,0,1,0,0,1,0
Student4157,1,1,0,1,1,1,0,1,1,1,1,0
Student4158,1,1,1,0,0,0,0,1,1,1,1,0
Student4159,1,0,0,1,1,1,0,0,1,0,0,0
Student4160,1,1,1,1,1,1,1,1,1,1,1,1
Student4161,0,0,0,0,0,0,0,0,0,0,0,0
Student4162,1,1,0,1,1,0,1,1,0,1,0,1
Student4163,1,0,0,0,0,0,0,1,0,0,0,0
Student4164,1,0,0,0,0,0,0,0,0,0,0,0
Student4165,1,1,1,1,1,1,1,1,1,1,1,0
Student4166,0,0,0,0,0,0,0,1,1,1,1,0
Student4167,1,1,1,1,1,1,1,0,0,0,0,0
Student4168,0,0,0,0,0,0,0,1,1,1,1,0
Student4169,0,0,0,1,0,0,0,1,1,0,0,0
Student4170,1,1,1,1,1,1,0,1,1,1,1,0
Student4171,1,1,1,1,1,1,0,1,1,1,1,0
Student4172,1,1,0,1,1,0,0,1,1,1,1,1
Student4173,1,1,1,1,1,1,0,1,1,1,1,0
Student4174,1,1,1,1,1,1,1,1,1,1,1,1
Student4175,1,1,1,1,1,1,1,1,1,1,1,1
Student4176,1,1,1,1,1,1,1,1,1,1,1,1
Student4177,0,0,0,0,0,0,0,0,1,0,0,0
Student4178,1,1,0,1,1,0,0,0,0,0,0,0
Student4179,1,0,1,1,1,1,0,0,0,0,0,0
Student4180,1,1,1,1,0,0,0,1,0,0,0,0
Student4181,1,1,1,1,1,1,1,0,1,0,0,0
Student4182,1,1,0,0,0,0,0,0,0,0,0,0
Student4183,1,1,1,1,1,1,1,1,1,1,1,0
Student4184,1,0,0,0,1,0,0,0,1,1,1,0
Student4185,1,1,1,1,1,0,1,1,1,1,1,0
Student4186,1,0,0,1,0,0,0,0,0,0,0,0
Student4187,1,1,0,0,1,0,0,0,0,0,0,0
Student4188,1,1,1,1,1,1,1,0,1,0,0,1
Student4189,1,1,1,1,1,0,1,0,0,0,0,0
Student4190,1,0,0,0,0,0,0,0,1,0,0,1
Student4191,1,0,0,1,1,0,0,0,0,0,0,0
Student4192,1,0,0,0,0,0,0,1,0,0,0,0
Student4193,1,1,1,1,0,0,0,1,1,1,1,0
Student4194,1,1,1,1,1,1,1,1,1,1,1,1
Student4195,1,1,0,1,1,1,0,1,1,1,1,1
Student4196,1,0,0,0,0,0,0,0,0,0,0,0
Student4197,1,1,1,1,1,0,0,0,1,0,0,0
Student4198,1,1,0,1,1,1,1,1,1,1,1,0
Student4199,1,0,0,0,0,0,0,1,1,1,0,1
Student4200,1,1,1,1,0,0,0,0,0,1,0,0
Student4201,1,1,0,1,1,1,1,1,1,1,1,1
Student4202,0,0,0,1,1,0,1,0,1,0,0,0
Student4203,1,1,1,1,1,1,1,1,1,1,1,0
Student4204,1,0,0,0,0,0,0,1,1,1,1,1
Student4205,1,1,1,0,0,0,0,1,1,0,0,0
Student4206,0,0,0,1,0,0,0,1,1,1,0,0
Student4207,0,0,0,1,0,0,0,0,1,0,0,0
Student4208,1,1,1,1,1,1,1,1,1,1,1,1
Student4209,1,1,1,1,1,1,1,0,0,0,0,0
Student4210,1,1,0,1,1,1,0,1,1,1,1,0
Student4211,1,1,1,1,1,0,1,0,0,0,0,0
Student4212,1,1,1,0,1,0,0,1,0,0,0,0
Student4213,1,1,0,0,0,0,0,0,0,0,0,0
Student4214,1,1,1,1,1,1,0,1,1,1,1,1
Student4215,1,1,1,1,1,1,1,0,0,0,0,0
Student4216,1,0,0,1,0,0,0,1,1,1,1,0
Student4217,1,0,0,1,1,1,1,1,1,1,0,0
Student4218,1,1,1,1,1,1,1,1,1,1,1,1
Student4219,1,1,1,1,1,1,1,0,1,0,0,0
Student4220,1,1,1,1,1,1,1,0,0,0,0,0
Student4221,0,0,0,0,0,0,0,0,0,0,0,0
Student4222,0,0,0,1,1,0,0,0,0,0,0,0
Student4223,0,0,0,0,1,0,0,0,0,0,0,0
Student4224,1,1,1,0,1,0,0,1,1,1,1,0
Student4225,1,1,1,0,0,0,0,0,0,0,0,0
